movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
"4,179. The Hidden Fortress (1958)","A | 139 min | Action, Adventure, Drama",8.1,Rate,89 Metascore,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.","Director: Akira Kurosawa | Stars: Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara","Votes: 41,370",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,180. Yojimbo (1961)","A | 110 min | Action, Drama, Thriller",8.2,Rate,93 Metascore,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,"Director: Akira Kurosawa | Stars: Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa","Votes: 128,727",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,181. Becoming Bond (2017)","15 | 95 min | Documentary, Biography, Comedy",7.5,Rate,65 Metascore,A look at the troubled acting career of George Lazenby and his short-lived association with James Bond.,"Director: Josh Greenbaum | Stars: George Lazenby, Josh Lawson, Kassandra Clementi, Jane Seymour","Votes: 3,141",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,182. Stefan Zweig: Farewell to Europe (2016)","106 min | Biography, Drama, History",6.7,Rate,75 Metascore,"Before Dawn charts the years of exile in the life of famous Jewish Austrian writer Stefan Zweig, his inner struggle for the ""right attitude"" toward the events in war torn Europe, and his search for a new home.","Director: Maria Schrader | Stars: Barbara Sukowa, Tómas Lemarquis, Valerie Pachner, Naomi Krauss","Votes: 2,582 | Gross: $0.08M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,183. Americano (2011)",105 min | Drama,5.2,Rate,50 Metascore,A man who returns to Los Angeles to wrap up his mother's estate sets out in search of the mysterious woman named in her will.,"Director: Mathieu Demy | Stars: Mathieu Demy, Geraldine Chaplin, Chiara Mastroianni, Carlos Bardem","Votes: 1,088",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,184. Clinical (2017)","104 min | Horror, Thriller",5.1,Rate,"A psychiatrist tries to put her life back together after a violent attack by seeking to repair the life of a new patient, but he has his own terrifying history.","Director: Alistair Legrand | Stars: Vinessa Shaw, Kevin Rahm, India Eisley, Aaron Stanford","Votes: 8,920",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,185. The Dust Storm (2016)","96 min | Drama, Musical, Romance",5.7,Rate,"On a business trip to Nashville, Brennan finds himself reunited with the ""Girl"" who had previously broken his heart. Now, for one weekend in the city's music scene, a past and present romance will be reborn and challenged.","Directors: Anthony Baldino, Ryan Lacen | Stars: Colin O'Donoghue, Kristen Gutoskie, Chris Carmack, Jim O'Heir",Votes: 555,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,186. Blessed (I) (2009)",113 min | Drama,6.6,Rate,Seven lost children wander the night streets while their mothers await their return home.,"Director: Ana Kokkinos | Stars: Frances O'Connor, Miranda Otto, Deborra-Lee Furness, Victoria Haralabidou",Votes: 776,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,187. The Dancer (2016)","108 min | Biography, Drama, History",6.5,Rate,44 Metascore,Loïe Fuller was the toast of the Folies Bergères at the turn of the 20th century and an inspiration for Toulouse-Lautrec and the Lumière Brothers. The film revolves around her complicated relationship with protégé and rival Isadora Duncan.,"Director: Stéphanie Di Giusto | Stars: Soko, Gaspard Ulliel, Mélanie Thierry, Lily-Rose Depp","Votes: 2,708",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,188. Centre of My World (2016)","15 | 115 min | Drama, Romance",7.2,Rate,"After a summer spent with his his best friend Kat to escape his family, Phil goes back to school and starts to question his feelings towards Nicholas, a new classmate.","Director: Jakob M. Erwa | Stars: Louis Hofmann, Jannik Schümann, Sabine Timoteo, Ada Philine Stappenbeck","Votes: 7,006",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,189. Dressed to Kill (1980)","X | 104 min | Crime, Drama, Mystery",7.1,Rate,74 Metascore,"A mysterious blonde woman kills one of a psychiatrist's patients, and then goes after the high-class call girl who witnessed the murder.","Director: Brian De Palma | Stars: Michael Caine, Angie Dickinson, Nancy Allen, Keith Gordon","Votes: 46,498 | Gross: $31.90M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,190. About Us (2017)","15 | 70 min | Drama, Romance",5.7,Rate,Two young students experience their first love.,"Directors: Mauro Carvalho, Thiago Cazado | Stars: Thiago Cazado, Rodrigo Bittes, Carmem Moretzsohn",Votes: 420,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,191. Tales (2017– )",60 min | Drama,5.9,Rate,"A scripted anthology series of song-stories, weaving classic and current hip-hop songs into visually stunning narratives.","Stars: David Dunston, Alzie Williams, Audrey Williams, J. Alphonse Nicholson",Votes: 518,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,192. 2:22 (2017)","12 | 98 min | Drama, Mystery, Romance",5.7,Rate,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.","Director: Paul Currie | Stars: Michiel Huisman, Teresa Palmer, Sam Reid, John Waters","Votes: 25,189",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,193. Sanctuary (2015)",104 min | Drama,7.2,Rate,"Summer 1968. 14 year old Wolfgang is deported from his family in the secluded Church Welfare Institution sanctuary. One thing is clear for Wolfgang: His yearning for freedom, he will not soon buried in the bog.","Director: Marc Brummund | Stars: Louis Hofmann, Alexander Held, Stephan Grossmann, Max Riemelt","Votes: 1,871",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,194. Gypsy (2017)","15 | 51 min | Drama, Thriller",6.8,Rate,Therapist Jean Holloway becomes too immersed in the lives of her patients.,"Stars: Naomi Watts, Billy Crudup, Sophie Cookson, Karl Glusman","Votes: 18,293",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,195. Wonder Woman (2017)","12A | 141 min | Action, Adventure, Fantasy",7.4,Rate,76 Metascore,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.","Director: Patty Jenkins | Stars: Gal Gadot, Chris Pine, Robin Wright, Lucy Davis","Votes: 687,756 | Gross: $412.56M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,196. I Am Jane Doe (2017)",91 min | Documentary,6.8,Rate,69 Metascore,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.,"Director: Mary Mazzio | Stars: Erik Bauer, John Montgomery, Rob Portman, Claire McCaskill","Votes: 1,641",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,197. Bad Frank (2017)","103 min | Drama, Thriller",5,Rate,"Frank Pierce leads a seemingly normal life, but when a disturbing past reemerges & something precious is taken from him, his mask of sanity loosens & unearths the urge to be violent once again.","Director: Tony Germinario | Stars: Kevin Interdonato, Amanda Clayton, Tom Sizemore, Brandon Heitkamp",Votes: 764,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,198. The Promise (II) (2016)","12A | 133 min | Action, Adventure, Drama",6.1,Rate,49 Metascore,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","Director: Terry George | Stars: Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho","Votes: 177,780",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,199. The Circle (I) (2017)","12 | 110 min | Drama, Mystery, Sci-Fi",5.3,Rate,43 Metascore,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.","Director: James Ponsoldt | Stars: Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane","Votes: 98,074 | Gross: $20.50M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,200. The Lost City of Z (2016)","15 | 141 min | Adventure, Biography, Drama",6.6,Rate,78 Metascore,"A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.","Director: James Gray | Stars: Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland","Votes: 97,281 | Gross: $8.58M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,201. The Bad Sleep Well (1960)","A | 132 min | Crime, Drama, Thriller",8,Rate,A vengeful young man marries the daughter of a corrupt industrialist in order to seek justice for his father's suicide.,"Director: Akira Kurosawa | Stars: Toshirô Mifune, Masayuki Mori, Kyôko Kagawa, Tatsuya Mihashi","Votes: 13,651",,,,"https://m.media-amazon.com/images/M/MV5BZTI5NzA3NGQtYmRhNy00MThkLWIwM2YtYjI2MGI5NzIyYzkxXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
"4,202. Red Sun (1971)","AA | 112 min | Action, Drama, Western",6.8,Rate,"In 1870, a gang robs a train and steals a ceremonial Japanese sword meant as a gift for the U.S. President, prompting a manhunt to retrieve it.","Director: Terence Young | Stars: Charles Bronson, Toshirô Mifune, Alain Delon, Ursula Andress","Votes: 10,365 | Gross: $4.84M",,,,"https://m.media-amazon.com/images/M/MV5BODI3ZWNiZmYtYjBiMS00Yjc0LWE0Y2QtMDM1ZTQ2NmY2NzUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
"4,203. Grey Lady (2017)","R | 107 min | Crime, Drama, Mystery",4.3,Rate,"A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.","Director: John Shea | Stars: Eric Dane, Natalie Zea, Amy Madigan, Adrian Lester","Votes: 1,035",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,204. Is This the Real World (2015)",90 min | Drama,5.8,Rate,Forever Young. Mark Blazey is a high school kid who's going to stay young. Even if it kills him.,"Director: Martin McKenna | Stars: Sean Keenan, Greg Stone, Susie Porter, Charlotte Best",Votes: 184,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,205. Between Us (II) (2016)","100 min | Comedy, Drama, Romance",5.6,Rate,64 Metascore,Henry and Dianne fear that settling down means giving up on their dreams. It will take the universe conspiring to keep them apart for them to realize just how much they need each other.,"Director: Rafael Palacio Illingworth | Stars: Lio Tipton, Olivia Thirlby, Ben Feldman, Lesley Ann Warren",Votes: 881,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,206. CHIPS (2017)","15 | 100 min | Action, Comedy, Crime",6,Rate,28 Metascore,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,"Director: Dax Shepard | Stars: Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar","Votes: 50,140 | Gross: $18.60M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,207. The Defiant Ones (2017)","15 | 60 min | Documentary, Biography, Crime",8.5,Rate,"""The Defiant Ones"" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.","Stars: Bono, Stevie Nicks, Dr. Dre, Tom Petty","Votes: 15,529",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,208. Will (2017)","60 min | Drama, History",6.8,Rate,A drama about the lost years of young William Shakespeare after his arrival to London in 1589--when theatre was like rock'n'roll and a young man with a dream changed the world with his words.,"Stars: Laurie Davidson, Olivia DeJonge, Ewen Bremner, Mattias Inwood","Votes: 2,140",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,209. Mindhorn (2016)","15 | 89 min | Comedy, Thriller",6.3,Rate,70 Metascore,"A has-been actor best known for playing the title character in the 1980s detective series ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be a real person.","Director: Sean Foley | Stars: Julian Barratt, Simon Farnaby, Essie Davis, Steve Coogan","Votes: 13,606",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,210. Mean Dreams (2016)","15 | 108 min | Drama, Thriller",6.3,Rate,64 Metascore,"Follows Casey and Jonas, two teenagers desperate to escape their broken and abusive homes and examines the desperation of life on the run and the beauty of first love.","Director: Nathan Morlando | Stars: Josh Wiggins, Sophie Nélisse, Joe Cobden, Bill Paxton","Votes: 4,776",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,211. The Shack (I) (2017)","12A | 132 min | Drama, Fantasy",6.3,Rate,32 Metascore,"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""","Director: Stuart Hazeldine | Stars: Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell","Votes: 38,389 | Gross: $57.39M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,212. The Last Word (2017)","15 | 108 min | Comedy, Drama",6.6,Rate,40 Metascore,"Harriet is a retired businesswoman who tries to control everything around her. When she decides to write her own obituary, a young journalist takes up the task of finding out the truth, resulting in a life-altering friendship.","Director: Mark Pellington | Stars: Shirley MacLaine, Amanda Seyfried, AnnJewel Lee Dixon, Thomas Sadoski","Votes: 8,728 | Gross: $1.78M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,213. Small Crimes (2017)","15 | 95 min | Crime, Drama, Thriller",5.8,Rate,60 Metascore,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder - returns home looking for redemption but winds up trapped in the mess he left behind.","Director: E.L. Katz | Stars: Nikolaj Coster-Waldau, Robert Forster, Jacki Weaver, Molly Parker","Votes: 8,738",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,214. The Sense of an Ending (2017)","15 | 108 min | Drama, Mystery",6.4,Rate,61 Metascore,A man becomes haunted by his past and is presented with a mysterious legacy that causes him to re-think his current situation in life.,"Director: Ritesh Batra | Stars: Jim Broadbent, Charlotte Rampling, Harriet Walter, Michelle Dockery","Votes: 7,132 | Gross: $1.24M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,215. In the Dark (2017)","15 | 52 min | Crime, Drama, Mystery",6.8,Rate,"As she deals with an unexpected pregnancy, D.I. Helen Weeks must return to the hometown she loathes, to help her childhood best friend who is in the centre of a media frenzy following the abduction of two teenage girls.","Stars: MyAnna Buring, Ben Batt, David Leon, Jamie Sives","Votes: 3,317",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,216. Hockney (2014)",15 | 112 min | Documentary,6.8,Rate,65 Metascore,The film looks back at Hockney's formative years in the British pop art scene and his experiences as a gay man.,"Director: Randall Wright | Stars: David Hockney, Arthur Lambert, Colin Self, Don Bachardy",Votes: 369 | Gross: $0.12M,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,217. Handsome: A Netflix Mystery Movie (2017)","80 min | Comedy, Mystery",5.2,Rate,Gene Handsome is an LA homicide detective who tries to make sense of his life as he solves crime. Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,"Director: Jeff Garlin | Stars: Ava Acres, Armani GreatDane, Dino Battaglia, Brent Bradshaw","Votes: 5,088",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,218. Here Alone (2016)","15 | 98 min | Drama, Horror, Sci-Fi",5.6,Rate,59 Metascore,"A young woman struggles to survive on her own in the wake of a mysterious epidemic that has killed much of society, and forced her deep into the unforgiving wilderness.","Director: Rod Blackhurst | Stars: Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West","Votes: 7,780",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,219. Salvation (2017–2018)","12 | 43 min | Drama, Sci-Fi, Thriller",6.9,Rate,An MIT grad student and a tech superstar bring a low-level Pentagon official a staggering discovery--that an asteroid is just six months away from colliding with Earth.,"Stars: Santiago Cabrera, Jennifer Finnigan, Charlie Rowe, Jacqueline Byers","Votes: 24,161",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,220. The Mummy (2017)","15 | 111 min | Action, Adventure, Fantasy",5.4,Rate,34 Metascore,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia and terrors that defy human comprehension.","Director: Alex Kurtzman | Stars: Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe","Votes: 201,627 | Gross: $80.10M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,221. Blind (I) (2016)","15 | 98 min | Drama, Mystery, Romance",5.8,Rate,36 Metascore,A novelist blinded in a car crash which killed his wife rediscovers his passion for both life and writing when he embarks on an affair with the neglected wife of an indicted businessman.,"Director: Michael Mailer | Stars: Alec Baldwin, Demi Moore, Dylan McDermott, Rae Ritke","Votes: 4,456",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,222. The Saint (2017 TV Movie)","12 | 91 min | Action, Adventure, Crime",4.9,Rate,"International master thief, Simon Templar, also known as The Saint, is tasked to find a man's kidnapped daughter. In addition to evading the authorities, Simon must face a dangerous adversary from his past.","Director: Ernie Barbarash | Stars: Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar","Votes: 6,900",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,223. Game of Thrones: The Story So Far (2017 TV Movie)",65 min | Documentary,8.1,Rate,A recap of the first six seasons of Game of Thrones (2011).,Director: Stephanie West | Star: Sue Perkins,Votes: 658,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,224. Friends from College (2017–2019)","18 | 30 min | Comedy, Drama",6.9,Rate,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.","Stars: Keegan-Michael Key, Cobie Smulders, Annie Parisse, Nat Faxon","Votes: 22,633",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,225. Chris & Don: A Love Story (2007)","90 min | Documentary, Biography, Romance",7.8,Rate,81 Metascore,"The love story between British writer, Christopher Isherwood (whose book 'The Berlin Stories' inspired the musical and film Cabaret) and Don Bachardy, American portrait artist.","Directors: Tina Mascara, Guido Santi | Stars: W.H. Auden, Don Bachardy, Ted Bachardy, James Berg",Votes: 973 | Gross: $0.21M,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,226. John Wick: Chapter 2 (2017)","18 | 122 min | Action, Crime, Thriller",7.4,Rate,75 Metascore,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.","Director: Chad Stahelski | Stars: Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose","Votes: 495,833 | Gross: $92.03M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,227. The Comedian (III) (2016)","R | 120 min | Comedy, Drama, Romance",5.8,Rate,40 Metascore,A look at the life of an aging insult comic named Jack Burke.,"Director: Taylor Hackford | Stars: Robert De Niro, Leslie Mann, Danny DeVito, Edie Falco","Votes: 7,908 | Gross: $1.66M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,228. Term Life (2016)","15 | 93 min | Action, Crime, Drama",5.6,Rate,23 Metascore,A guy wanted around town by various hitmen hopes to stay alive long enough for his life insurance policy to kick in and pay out for his estranged daughter.,"Director: Peter Billingsley | Stars: Vince Vaughn, Hailee Steinfeld, Bill Paxton, Jonathan Banks","Votes: 8,540 | Gross: $0.01M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,229. Florida (2015)","110 min | Comedy, Drama",6.5,Rate,"Although he's now eighty years old, Claude Lherminier is still as imposing as he ever was. His moments of forgetfulness and confusion are becoming increasingly more frequent, but he stubbornly refuses to admit that anything is wrong.","Director: Philippe Le Guay | Stars: Jean Rochefort, Sandrine Kiberlain, Laurent Lucas, Anamaria Marinca",Votes: 760,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,230. Vengeance: A Love Story (2017)","15 | 99 min | Action, Adventure, Crime",5.2,Rate,One vigilante policeman comes to the aid of a single mother seeking to bring her rapists to justice.,"Director: Johnny Martin | Stars: Nicolas Cage, Anna Hutchison, Talitha Eliana Bateman, Deborah Kara Unger","Votes: 8,617",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,231. Prime Suspect 1973 (2017)","15 | 60 min | Crime, Drama, Thriller",7.5,Rate,"Prime Suspect 1973 tells the story of 22-year-old Jane Tennison's first days in the police force, in which she endured flagrant sexism before being thrown in at the deep end with a murder enquiry.","Stars: Sam Reid, Stefanie Martini, Blake Harrison, Alun Armstrong","Votes: 3,481",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,232. The Hatton Garden Job (2017)","15 | 93 min | Action, Crime, Thriller",5.6,Rate,A criminal gang of old timers attempt to pull off the largest burglary in English history at an underground safe deposit facility with an estimated value of £200 million.,"Director: David Beton | Stars: Matthew Goode, Phil Daniels, Larry Lamb, Clive Russell","Votes: 6,308",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,233. Up for Love (2016)","12A | 98 min | Comedy, Romance",6.3,Rate,48 Metascore,"A lawyer dating a dashing, wealthy architect four and a half feet tall gets ribbed by her family, employees and jealous ex about his stature.","Director: Laurent Tirard | Stars: Jean Dujardin, Virginie Efira, Cédric Kahn, Stéphanie Papanian","Votes: 8,944",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,234. The Last Princess (2016)","127 min | Action, Biography, Drama",7.1,Rate,"The last remaining princess of the Joseon Dynasty leaves her home for Japan, under Japanese colonial rule. Her childhood friend makes a vow to retrieve her and help her make her way back to Korea.","Director: Jin-ho Hur | Stars: Son Ye-jin, Park Hae-il, Ra Mi-ran, Sang-Hoon Jung","Votes: 2,117 | Gross: $0.03M",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,235. Table 19 (2017)","12A | 87 min | Comedy, Drama, Romance",5.8,Rate,40 Metascore,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19.","Director: Jeffrey Blitz | Stars: Anna Kendrick, Lisa Kudrow, Craig Robinson, Stephen Merchant","Votes: 30,471 | Gross: $3.61M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,236. Book of Love (2016)",12 | 106 min | Drama,6,Rate,27 Metascore,Jason Sudeikis stars as a widowed New Orleans architect who strikes up an unlikely relationship with teenage runaway Maisie Williams.,"Director: Bill Purple | Stars: Jason Sudeikis, Maisie Williams, Jessica Biel, Mary Steenburgen","Votes: 4,661",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,237. Hergé: In the Shadow of Tintin (2016 TV Movie)","84 min | Documentary, Biography, History",7.2,Rate,"A complex and complicated artist, Georges Remi created one of the most famous characters in the world, Tintin, for young readers. With exceptional access to the archives of Studios Hergé ... See full summary »","Director: Hugues Nancy | Stars: Michael Farr, Pierre Fresnault-Deruelle, Philippe Goddin, Hergé",Votes: 133,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,238. Split (IX) (2016)","15 | 117 min | Horror, Thriller",7.3,Rate,63 Metascore,Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.,"Director: M. Night Shyamalan | Stars: James McAvoy, Anya Taylor-Joy, Haley Lu Richardson, Jessica Sula","Votes: 534,442 | Gross: $138.29M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,239. Fast & Furious 8 (2017)","12A | 136 min | Action, Crime, Thriller",6.6,Rate,56 Metascore,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.","Director: F. Gary Gray | Stars: Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","Votes: 248,406 | Gross: $226.01M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,240. 575 Castro St. (2009)","8 min | Documentary, Short, Biography",6.4,Rate,Images set to a tape recording that slain San Francisco City Supervisor Harvey Milk made in November 1977 to be played in case he was killed.,Director: Jenni Olson | Star: Harvey Milk,Votes: 88,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,241. Butch Mystique (2003)","35 min | Documentary, Short",7.2,Rate,Nine African American butch lesbians talk about various aspects of the butch lifestyle and their own personal lives.,"Director: Debra A. Wilson | Stars: Chris Baldwin, Skyler Cooper, Elyse Duckett, Matu Feliciano",Votes: 23,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,242. Happy End (48 Hours Amsterdam) 2012 (2012)","12 min | Short, Thriller",Rate,Add a Plot,"Director: Roemer Lievaart | Stars: Valentine Berning, Karsten de Vreugd, Dorine Henning",,,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,243. Soongava: Dance of the Orchids (2012)","85 min | Drama, Romance",6.6,Rate,"Independent and strong-willed Diya, now 22 years of age, is training to be a traditional Nepalese dancer. She forms a deep escalating friendship with another dance pupil, Kiran. Her ... See full summary »","Director: Subarna Thapa | Stars: Deeya Maskey, Nisha Adhikari, Saugat Malla, Basundhara Bhusal",Votes: 128,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,244. Five Senses of Eros (2009)",130 min | Drama,5.1,Rate,Five assorted tales of love in modern Korea.,"Directors: Hyuk Byun, Jin-ho Hur, Kyu-dong Min, Ki-hwan Oh, Yong-sik Yu | Stars: Cha Hyeon-jeong, Nan-Hee Kim, Soo-Yeon Cha, Dal-Hyeong Lee",Votes: 469,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,245. I Love Her (2013)","4 min | Short, Romance",7,Rate,"This movie is about two girls who both feel lonely living in the big city. One of them is a street musician who comes to play every day in the same place. And there, on the street, among ... See full summary »","Director: Darya Perelay | Stars: Frau Hanna, Natalie Ivanchuk",Votes: 12,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,246. Mission: Rebound (2010)","Short, Comedy",Rate,Add a Plot,"Director: Gigi Nicolas | Stars: Malcolm Barrett, Thea Brooks, Adargiza De Los Santos, Vera Miao",,,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,247. Fem (2007)",10 min | Short,3.7,Rate,Add a Plot,Director: Campbell X,Votes: 14,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"4,248. Circular Loves (2004)",4 min | Short,3.7,Rate,"Two women, two men, lotta possible combinations...","Director: Cesar Vallejo | Stars: Isabel Ampudia, Borja Elgea, Eva Isanta, Rafael Rojas",Votes: 12,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
