movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
"1,417. Crossbones (2014)","60 min | Action, Adventure, Drama",6.4,Rate,Set during the golden age of piracy in the 1700s and centering on legendary pirate Blackbeard.,"Stars: John Malkovich, Richard Coyle, Claire Foy, Yasmine Al Massri","Votes: 7,074",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,418. Shabbat Dinner (2012)","14 min | Short, Drama, Romance",7,Rate,"Shabbat Dinner is boring as usual for William Shore. His mother has invited two crazy hippies and their son and is doing her best to show off, his father is drunk and berating their oddball... See full summary »","Director: Michael Morgenstern | Stars: Eva Kaminsky, Chris London, Dan Shaked, Peter Tedeschi",Votes: 185,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,419. Bedfellows (2010)","Not Rated | 15 min | Short, Comedy, Drama",6.8,Rate,"The film 'Bedfellows,' told in the style of an old children's fairy tale but set against the modern-day backdrop of New York City, follows the adventure of 20-something Bobby as he returns ... See full summary »","Director: Pierre Stefanos | Stars: Paul Caiola, Bret Shuford, Tom Gualtieri, Kevin Duda",Votes: 238,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,420. Terraferma (2011)",R | 88 min | Drama,6.7,Rate,57 Metascore,A Sicilian family deals with the arrival of a group of immigrants on their island.,"Director: Emanuele Crialese | Stars: Filippo Pucillo, Donatella Finocchiaro, Giuseppe Fiorello, Mimmo Cuticchio","Votes: 3,185",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,421. The Joy of ABBA (2013 TV Movie)","60 min | Documentary, Music",7.2,Rate,An updated documentary of the how ABBA became a pop music phenomenon.,"Director: Benjamin Whalley | Stars: ABBA, Rebecca Front, Björn Ulvaeus, Jan Gradvall",Votes: 42,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,422. Man on the Train (2011)","100 min | Crime, Drama",5.4,Rate,"A mysterious stranger rolls into a small town on the train planning to knock off the bank, assuming it will go off without a hitch. But when he encounters a retired poetry professor, his ... See full summary »","Director: Mary McGuckian | Stars: Donald Sutherland, Larry Mullen Jr., Graham Greene, Tony Nardi",Votes: 741,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,423. Distant Lights (2003)",105 min | Drama,7.6,Rate,This movie reflects on the situation around the border between Poland and Germany. The fate of many single characters creates a picture of life in this region: Some Ukrainians want to cross... See full summary »,"Director: Hans-Christian Schmid | Stars: Andrzej Górak, Anna Yanovskaya, Sergey Frolov, Bartek Wójtowicz","Votes: 2,085",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,424. Non-Stop (2014)","15 | 106 min | Action, Mystery, Thriller",6.9,Rate,56 Metascore,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","Director: Jaume Collet-Serra | Stars: Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery","Votes: 273,983 | Gross: $92.17M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,425. Oculus (2013)","15 | 104 min | Horror, Mystery, Thriller",6.5,Rate,61 Metascore,"A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.","Director: Mike Flanagan | Stars: Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane","Votes: 137,381 | Gross: $27.70M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,426. In Lieu of Flowers (I) (2013)","90 min | Comedy, Drama, Romance",6,Rate,Most love stories are about losing love or finding it. This is a story about what happens in between.,"Director: William Savage | Stars: Josh Pence, Spencer Grammer, Nate Corddry, Bonnie Swencionis",Votes: 523,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,427. Mea culpa (2014)","15 | 90 min | Action, Crime, Thriller",6.1,Rate,"Franck and Simon are both good cops and partners. Simon has been troubled since he killed three in a drunk driving accident, but when Simons son witnesses a murder, and is hunted by ruthless killers, he's efficiently back.","Director: Fred Cavayé | Stars: Vincent Lindon, Gilles Lellouche, Nadine Labaki, Gilles Cohen","Votes: 2,954",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,428. Consent (2012)","15 min | Short, Drama, Thriller",5.7,Rate,"In a fancy hotel, a bell boy delivers a bottle of whiskey to a wealthy middle-aged client. The guest seduces the young man and offers him money for a sexual favor. But what started as a simple game becomes perverted and eventually violent.","Director: Cyril Legann | Stars: Kevin Miranda, Yann de Monterno",Votes: 101,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,429. Power (I) (2014–2020)","18 | 50 min | Crime, Drama",8.1,Rate,"James ""Ghost"" St. Patrick, a wealthy New York nightclub owner who has it all; dreaming big, catering to the city's elite, and living a double life as a drug kingpin.","Stars: Omari Hardwick, Lela Loren, Naturi Naughton, Joseph Sikora","Votes: 50,940",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,430. Breathe In (2013)","15 | 98 min | Drama, Romance",6.3,Rate,60 Metascore,"When a foreign exchange student arrives in a small upstate New York town, she challenges the dynamics of her host family's relationships and alters their lives forever.","Director: Drake Doremus | Stars: Felicity Jones, Guy Pearce, Mackenzie Davis, Amy Ryan","Votes: 15,508 | Gross: $0.02M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,431. The Pool Date (2012)","6 min | Short, Comedy, Romance",6.2,Rate,"The Pool Date is a film about a misunderstanding. It's also a film about sexuality, curiosity and acceptance - and how a strangely intimate connection can be made between two very different... See full summary »","Director: Patrick Sisam | Stars: Adamo Ruggiero, Mike Beaver",Votes: 49,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,432. Jennifer Falls (2014)",30 min | Comedy,5.9,Rate,"Jennifer falls from her $250,000 LA job due to anger issues. She and her teenage daughter move in with her mom and she starts working in her brother's sports bar. She meets her old friends.","Stars: Jaime Pressly, Missi Pyle, Ethan Suplee, Nora Kirkpatrick",Votes: 947,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,433. 23 (1998)","99 min | Thriller, Drama",7.2,Rate,"When the orphaned Karl Koch and his friend David start breaking into government and military computers, an acquaintance senses that there is money in computer cracking - and travels to east Berlin to try to contact the KGB.","Director: Hans-Christian Schmid | Stars: August Diehl, Fabian Busch, Dieter Landuris, Jan-Gregor Kremp","Votes: 7,158",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,434. End of the Spear (2005)","12 | 108 min | Adventure, Biography, Drama",6.7,Rate,45 Metascore,Two people come to the end of a spear in order to realize that the divisions between them are not real.,"Director: Jim Hanon | Stars: Louie Leonardo, Chad Allen, Jack Guzman, Christina Souza","Votes: 5,431 | Gross: $11.97M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,435. Dominion (2014–2015)","15 | 90 min | Action, Drama, Fantasy",6.7,Rate,Follows the perilous journey of a rebellious young soldier who discovers he's the unlikely savior of humanity.,"Stars: Christopher Egan, Tom Wisdom, Roxanne McKee, Luke Allen-Gale","Votes: 24,125",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,436. The Double (2013)","15 | 93 min | Comedy, Drama, Mystery",6.5,Rate,68 Metascore,"The unenviable life of a government-agency clerk takes a horrific turn with the arrival of a new co-worker who is both his exact physical double and his opposite otherwise--he's a confident, charismatic ladies' man.","Director: Richard Ayoade | Stars: Jesse Eisenberg, Mia Wasikowska, Wallace Shawn, Noah Taylor","Votes: 52,452 | Gross: $0.20M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,437. Edge of Tomorrow (2014)","12A | 113 min | Action, Adventure, Sci-Fi",7.9,Rate,71 Metascore,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.","Director: Doug Liman | Stars: Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson","Votes: 718,442 | Gross: $100.21M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,438. Together Forever (II) (2014)","9 min | Short, Drama, Family",6.5,Rate,"A film about marriage equality, everlasting love, creating the perfect moment and finding the grandiose in the everyday.","Directors: Kris Boustedt, Lindy Boustedt | Stars: Angela DiMarco, Carollani Sandberg",Votes: 34,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,439. The Dollanganger Saga (2014– )",Episode: Flowers in the Attic 2: Petals on the Wind (2014),"85 min | Drama, Mystery, Romance",6,Rate,"In 1970, 10 years after the attic, the 3 siblings' adoptive dad dies; their bio mom still rejects them. Ballerina Cathy moves in with a ballet dancer in NYC to start a life away from her med-student brother/lover.","Director: Karen Moncrieff | Stars: Heather Graham, Rose McIver, Wyatt Nash, Bailey De Young","Votes: 4,740",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,440. Reckless (2014)","60 min | Crime, Drama",7,Rate,"In sultry Charleston, where summer is long and secrets simmer behind every door, sex and crime walk hand in hand as two adversaries, a gorgeous Yankee litigator and a southern City Attorney... See full summary »","Stars: Kim Wayans, Michael Gladis, Gregory Harrison, Anna Wood","Votes: 3,365",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,441. Parts Per Billion (2014)","15 | 98 min | Drama, Romance, Sci-Fi",4.3,Rate,"In the midst of a manmade biological disaster and a terrible fate, three couples try to find meaning in their lives.","Director: Brian Horiuchi | Stars: Frank Langella, Gena Rowlands, Rosario Dawson, Josh Hartnett","Votes: 2,146",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,442. Murder in the First (2014–2016)","42 min | Crime, Drama, Mystery",7.2,Rate,"A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.","Stars: Taye Diggs, Kathleen Robertson, Ian Anthony Dale, Raphael Sbarge","Votes: 7,695",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,443. Noah (2014)","12A | 138 min | Action, Adventure, Drama",5.8,Rate,68 Metascore,Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"Director: Darren Aronofsky | Stars: Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson","Votes: 263,415 | Gross: $101.20M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,444. The Leftovers (2014–2017)","15 | 60 min | Drama, Fantasy, Mystery",8.3,Rate,"Three years after the disappearance of 2% of the global human population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event.","Stars: Justin Theroux, Amy Brenneman, Christopher Eccleston, Liv Tyler","Votes: 108,392",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,445. The Last Harbor (2010)","91 min | Mystery, Thriller",4.4,Rate,"A cop on the verge is sent to his small hometown to shape up. When a girl no one cares about goes missing, his slow recovery ends abruptly.","Director: Paul Epstein | Stars: Wade Williams, Samaire Armstrong, Tracey Needham, Jeff Barry",Votes: 253,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,446. Féminin/Féminin (2014– )",Drama,8.4,Rate,Follows the lives of women living in Montreal.,"Stars: Eve Duranceau, Kimberly Laferriere, Alexa-Jeanne Dubé, Noémie Yelle",Votes: 293,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,447. Chef de meute (2012)",13 min | Short,6.9,Rate,"Clara's overwhelming family can't understand her solitary life, wishing she would find someone to grow old with. Following her aunt's sudden death, Clara is put in charge of her pet. Little... See full summary »","Director: Chloé Robichaud | Stars: Eve Duranceau, Monique Gosselin, Richard Fréchette, Jean-Sébastien Courchesne",Votes: 134,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,448. Extant (2014–2015)","15 | 42 min | Drama, Sci-Fi, Thriller",6.5,Rate,An astronaut struggles to learn how she became pregnant while on a thirteen-month-long solo space mission.,"Stars: Halle Berry, Pierce Gagnon, Grace Gummer, Tyler Hilton","Votes: 24,647",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,449. The Statue of Liberty (1985)","60 min | Documentary, History",7.3,Rate,"Documentary showing the history of the world-famous Statue of Liberty in New York harbor, the impact it still has on people and the state of liberty as a personal and political concept in America in 1985.","Director: Ken Burns | Stars: David McCullough, Jeremy Irons, Derek Jacobi, Paul Roebling",Votes: 696,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,450. Forgotten Ellis Island (2008)",62 min | Documentary,7.6,Rate,"From PBS - Visit the abandoned immigrant hospital on Ellis Island. During the great wave of immigration, 22 medical buildings sprawled across two islands adjacent to Ellis Island, the ... See full summary »","Director: Lorie Conway | Stars: Elliott Gould, Alan Kraut, Howard Markel, Mary C. McKitrick",Votes: 108,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,451. Common (2014 TV Movie)","90 min | Crime, Drama",7.3,Rate,"Jimmy McGovern's gritty drama stars Nico Mirallegro as guileless seventeen-year-old Johnjo O'Shea, who goes from innocent bystander to accessory to premeditated murder after giving a few friends a lift.","Director: David Blair | Stars: Nico Mirallegro, Philip Hill-Pearson, Andrew Ellis, Jack McMullen","Votes: 1,322",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,452. The Strain (2014–2017)","15 | 43 min | Drama, Fantasy, Horror",7.3,Rate,A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York.,"Stars: Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde","Votes: 85,569",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,453. The Divide (2014)","44 min | Drama, Thriller",7.4,Rate,A district attorney uncovers new evidence that prompts the reinvestigation of a sensational murder case.,"Stars: Damon Gupton, Marin Ireland, Joe Anderson, Paul Schneider","Votes: 1,951",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,454. Matador (2014)","48 min | Action, Crime, Sci-Fi",5.8,Rate,DEA agent Tony Bravo is recruited by the CIA to participate in tryouts for the LA Riot in order to spy on the team's corrupt owner.,"Stars: Gabriel Luna, Nicky Whelan, Neil Hopkins, Tanc Sade","Votes: 1,097",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,455. Satisfaction (2014–2015)",44 min | Drama,7.2,Rate,A husband begins to track his wife's extramarital affair with a male escort.,"Stars: Matt Passmore, Stephanie Szostak, Blair Redford, Katherine LaNasa","Votes: 4,096",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,456. Rush (2014)","44 min | Action, Drama",7.6,Rate,"Doctor William Rush is not your average on-call professional. He's not attached to any hospital, he's highly discreet -- no matter the ailment, his clients must pay a cash-only premium, and the doctor can party with the best of them.","Stars: Tom Ellis, Larenz Tate, Sarah Habel, Rick Gonzalez","Votes: 6,601",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"1,457. Chasing Life (2014–2015)","60 min | Drama, Family, Romance",7.8,Rate,"April Carver, whose world has just started to look up, is diagnosed with leukemia. With the support of her family and best friend, she might just be able to fight it.","Stars: Italia Ricci, Mary Page Keller, Richard Brancatisano, Haley Ramm","Votes: 6,162",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
